fileId,fileUrls from query AERDT_L2_VIIRS_SNPP--5200 2024-01-01..2024-08-15 x-88y42 x-87.5y41.5[5],size
8023032066,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/052/AERDT_L2_VIIRS_SNPP.A2024052.1942.002.2024053082018.nc,8708360
8029352638,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/054/AERDT_L2_VIIRS_SNPP.A2024054.1724.002.2024055055515.nc,7959768
8026360114,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/053/AERDT_L2_VIIRS_SNPP.A2024053.1742.002.2024054061435.nc,8102366
8029596294,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/054/AERDT_L2_VIIRS_SNPP.A2024054.1900.002.2024055073530.nc,13857365
8029597645,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/054/AERDT_L2_VIIRS_SNPP.A2024054.1906.002.2024055073532.nc,8438628
8036560751,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/056/AERDT_L2_VIIRS_SNPP.A2024056.1824.002.2024057073701.nc,14258471
8032915555,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/055/AERDT_L2_VIIRS_SNPP.A2024055.1842.002.2024056073616.nc,15154412
8032915339,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/055/AERDT_L2_VIIRS_SNPP.A2024055.1848.002.2024056073618.nc,7731277
8032704878,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/055/AERDT_L2_VIIRS_SNPP.A2024055.1706.002.2024056053602.nc,7898849
8048953367,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/060/AERDT_L2_VIIRS_SNPP.A2024060.1712.002.2024061054823.nc,7321299
8044802889,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/059/AERDT_L2_VIIRS_SNPP.A2024059.1730.002.2024060060625.nc,7691246
8044999138,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/059/AERDT_L2_VIIRS_SNPP.A2024059.1906.002.2024060074629.nc,11637522
8044992392,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/059/AERDT_L2_VIIRS_SNPP.A2024059.1912.002.2024060074629.nc,8219944
8040017357,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/057/AERDT_L2_VIIRS_SNPP.A2024057.1806.002.2024058073424.nc,12577947
8040084567,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/057/AERDT_L2_VIIRS_SNPP.A2024057.1948.002.2024058082435.nc,9562570
8042111993,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/058/AERDT_L2_VIIRS_SNPP.A2024058.1748.002.2024059062519.nc,9812285
8042299389,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/058/AERDT_L2_VIIRS_SNPP.A2024058.1930.002.2024059080537.nc,8406650
8049155861,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/060/AERDT_L2_VIIRS_SNPP.A2024060.1848.002.2024061073834.nc,10616201
8049156067,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/060/AERDT_L2_VIIRS_SNPP.A2024060.1854.002.2024061073833.nc,7562051
8053289509,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/061/AERDT_L2_VIIRS_SNPP.A2024061.1830.002.2024062072959.nc,10544427
8057042882,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/062/AERDT_L2_VIIRS_SNPP.A2024062.1812.002.2024063072701.nc,9031864
8057094340,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/062/AERDT_L2_VIIRS_SNPP.A2024062.1954.002.2024063081705.nc,9719885
8060156229,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/063/AERDT_L2_VIIRS_SNPP.A2024063.1936.002.2024064080737.nc,9015428
8062961317,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/064/AERDT_L2_VIIRS_SNPP.A2024064.1736.002.2024065060818.nc,9192457
8060011562,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/063/AERDT_L2_VIIRS_SNPP.A2024063.1754.002.2024064061745.nc,9045844
