fileId,fileUrls from query AERDT_L2_VIIRS_SNPP--5200 2023-05-01..2024-08-14 x-88.9y42.6 x-86.9y41.1[5],size
7787721864,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/149/AERDT_L2_VIIRS_SNPP.A2023149.2012.002.2023214063301.nc,11407317
7787725316,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/159/AERDT_L2_VIIRS_SNPP.A2023159.1700.002.2023214063453.nc,10235829
7787728826,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/159/AERDT_L2_VIIRS_SNPP.A2023159.1836.002.2023214063736.nc,13078360
7787727127,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/159/AERDT_L2_VIIRS_SNPP.A2023159.1842.002.2023214063621.nc,12420941
7787728856,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/160/AERDT_L2_VIIRS_SNPP.A2023160.1642.002.2023214063702.nc,9357399
7787725332,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/160/AERDT_L2_VIIRS_SNPP.A2023160.1818.002.2023214063445.nc,13160251
7787727294,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/160/AERDT_L2_VIIRS_SNPP.A2023160.2000.002.2023214063618.nc,11729744
7787726556,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/161/AERDT_L2_VIIRS_SNPP.A2023161.1800.002.2023214063554.nc,12671239
7787756847,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/161/AERDT_L2_VIIRS_SNPP.A2023161.1942.002.2023214063749.nc,11495740
7787729075,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/162/AERDT_L2_VIIRS_SNPP.A2023162.1742.002.2023214063641.nc,12720744
7787725705,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/162/AERDT_L2_VIIRS_SNPP.A2023162.1924.002.2023214063523.nc,12045162
7787729098,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/163/AERDT_L2_VIIRS_SNPP.A2023163.0736.002.2023214063712.nc,7679562
7787729229,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/163/AERDT_L2_VIIRS_SNPP.A2023163.0918.002.2023214063723.nc,7981876
7787729252,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/163/AERDT_L2_VIIRS_SNPP.A2023163.1724.002.2023214063742.nc,12225916
7787729249,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/163/AERDT_L2_VIIRS_SNPP.A2023163.1906.002.2023214063729.nc,12165404
7787727352,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/164/AERDT_L2_VIIRS_SNPP.A2023164.1706.002.2023214063606.nc,11298308
7787729300,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/164/AERDT_L2_VIIRS_SNPP.A2023164.1842.002.2023214063654.nc,12841310
7787759968,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/164/AERDT_L2_VIIRS_SNPP.A2023164.1848.002.2023214063827.nc,12007470
7787757846,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/165/AERDT_L2_VIIRS_SNPP.A2023165.1648.002.2023214063753.nc,10064183
7787760854,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/165/AERDT_L2_VIIRS_SNPP.A2023165.1824.002.2023214063824.nc,12857525
7787729468,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/165/AERDT_L2_VIIRS_SNPP.A2023165.1830.002.2023214063626.nc,11685616
7787729511,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/166/AERDT_L2_VIIRS_SNPP.A2023166.1806.002.2023214063706.nc,12007380
7787727401,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/166/AERDT_L2_VIIRS_SNPP.A2023166.1948.002.2023214063605.nc,13463001
7787728135,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/167/AERDT_L2_VIIRS_SNPP.A2023167.1748.002.2023214063606.nc,12524486
7787760006,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/167/AERDT_L2_VIIRS_SNPP.A2023167.1930.002.2023214063807.nc,13417944
7787729710,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/168/AERDT_L2_VIIRS_SNPP.A2023168.0742.002.2023214063659.nc,7602949
7787729712,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/168/AERDT_L2_VIIRS_SNPP.A2023168.0924.002.2023214063655.nc,7840065
7787728184,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/168/AERDT_L2_VIIRS_SNPP.A2023168.1730.002.2023214063622.nc,10976507
7787729909,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/168/AERDT_L2_VIIRS_SNPP.A2023168.1912.002.2023214063646.nc,12174267
7787761922,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/169/AERDT_L2_VIIRS_SNPP.A2023169.1712.002.2023214063839.nc,11961230
7787761932,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/169/AERDT_L2_VIIRS_SNPP.A2023169.1848.002.2023214063824.nc,14493068
7787761031,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/169/AERDT_L2_VIIRS_SNPP.A2023169.1854.002.2023214063820.nc,11788868
7787733478,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/170/AERDT_L2_VIIRS_SNPP.A2023170.1654.002.2023214063702.nc,11441324
7787761944,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/170/AERDT_L2_VIIRS_SNPP.A2023170.1830.002.2023214063853.nc,13281932
7787761938,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/170/AERDT_L2_VIIRS_SNPP.A2023170.1836.002.2023214063845.nc,11664939
7787758242,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/171/AERDT_L2_VIIRS_SNPP.A2023171.1812.002.2023214063759.nc,12089575
7787726813,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/171/AERDT_L2_VIIRS_SNPP.A2023171.1954.002.2023214063542.nc,13637045
7787758400,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/172/AERDT_L2_VIIRS_SNPP.A2023172.1754.002.2023214063756.nc,12741086
7787758394,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/172/AERDT_L2_VIIRS_SNPP.A2023172.1936.002.2023214063728.nc,12403054
7787734060,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/173/AERDT_L2_VIIRS_SNPP.A2023173.0930.002.2023214063748.nc,7715635
7787734076,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/173/AERDT_L2_VIIRS_SNPP.A2023173.1736.002.2023214063733.nc,12648930
7787734074,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/173/AERDT_L2_VIIRS_SNPP.A2023173.1918.002.2023214063637.nc,12019704
7787726832,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/174/AERDT_L2_VIIRS_SNPP.A2023174.0730.002.2023214063611.nc,7999956
7787726818,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/174/AERDT_L2_VIIRS_SNPP.A2023174.1718.002.2023214063544.nc,12186480
7787758427,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/174/AERDT_L2_VIIRS_SNPP.A2023174.1854.002.2023214063804.nc,12011702
7787734378,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/174/AERDT_L2_VIIRS_SNPP.A2023174.1900.002.2023214063656.nc,11827394
7787758438,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/175/AERDT_L2_VIIRS_SNPP.A2023175.1700.002.2023214063755.nc,10431992
7787728386,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/175/AERDT_L2_VIIRS_SNPP.A2023175.1836.002.2023214063738.nc,13035848
7787728382,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/175/AERDT_L2_VIIRS_SNPP.A2023175.1842.002.2023214063726.nc,11257890
7787760221,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/176/AERDT_L2_VIIRS_SNPP.A2023176.1642.002.2023214063817.nc,10619074
7787764534,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/176/AERDT_L2_VIIRS_SNPP.A2023176.1818.002.2023214063957.nc,12392554
7787762316,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/177/AERDT_L2_VIIRS_SNPP.A2023177.1800.002.2023214063841.nc,10927079
7787756513,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/176/AERDT_L2_VIIRS_SNPP.A2023176.2000.002.2023214063738.nc,14111537
7787758696,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/177/AERDT_L2_VIIRS_SNPP.A2023177.1942.002.2023214063658.nc,13513067
7787762344,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/178/AERDT_L2_VIIRS_SNPP.A2023178.1742.002.2023214063922.nc,10650096
7787758897,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/178/AERDT_L2_VIIRS_SNPP.A2023178.1924.002.2023214063743.nc,12946837
7787761082,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/179/AERDT_L2_VIIRS_SNPP.A2023179.0736.002.2023214063838.nc,7787289
7787758983,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2023/179/AERDT_L2_VIIRS_SNPP.A2023179.0918.002.2023214063705.nc,8075444
